,n,Labels,comment_text
1370,45.0,1,det som är oroväckande här är att gm fortsatt lever  dessa idioter vill ju inte överleva dylika dåd  de vill bli martyrer och få sina jungfruar  således om den gripna i märsta inte är gm lär det hända mer skit innan gm blir dödad dör
1371,30.0,0,folk agerar i panik och tänker endast på flykt och då smiter gärningsmannen utan större problem    polisen var för sen till brottsplatsen trots att detta skedde mitt i stockholm city
1372,11.0,0,här ses lastbilen susa förbi filmat från övervakningskamera i en butik
1373,16.0,0,attentatsmannen verkar vara asylsökande som har fått avslag på sin asylansökan har jag hört av källor
1374,1.0,0,fel
1375,19.0,0,tv sänder från vårberg  en förmåga hoppade precis fram bakom reportern och gjorde  coola gängtecken  medans han flinade  respekfullt
1376,21.0,0,är alla dom som bär kvinnan poliser tro    jag hade ju inte blivit förvånad om kvinnan med headset var en civilpolis
1377,,1,psyksjuk Går man på sagor han är yngre trovärdiga än pippi långstrump så anser jag att man är psyksjuk
1378,16.0,0,kompisar på sjukhus som säger att det verkligen väller in ambulanser  dom har fått högsta krisberedskap
1379,,1,vilka är dårarna som tror att färgen på en jacka identifierar en människa som läkare och polis har sagt att inga av offren är barn och det känns självklart att en död flicka inte får misstas för att vara brottsling så lägg ner era sinnessjuka kopplingar bara för att jackfärgen möjligen kan skrämma varann
1381,3.0,0,skapade gif sprid
1382,,1,muslim är ingenting som ser ut att vara det men ändå tro fan vad dum du e förövrigt så lär något mig att detta är en ensam galning och inget annat
1383,29.0,0,det är ganska lätt att tappa kontroll över en lastbil som man vinglar kraftigt med  att han tappat kontrollen och kraschat in i åhléns är nog det troligaste scenariot
1384,,1,de jävlarna står i vägen och önskar att vi ska leva som vanligt men politiker och media hus får stärkt bevakning och livvakter det är svensson som skall leva väldigt vanligt för det öppna samhället vi kallar vara kanonmat fan vad trött jag blir på att snacket om att terroristerna ska ha vinna Jag ska leva som idiot ingen knark förstöra vårt liv bullshit mitt liv är förrändrat och jag kräver att politikerna fattar det
1385,48.0,1,jag undrar ifall han är ifrån märsta     steninge ligger bredvid valsta och tingvallavägen     det är riktiga muslimghetton  affärer där har allahtecken  har viftats med is flaggor och moskén i närheten har jag för mig i somras fick ett tillslag      bodde på tingvallavägen och fick se ett och annat
1386,,1,exakt ikväll läggs inga fingrar emellan ty tänk om vi ändå hade resurser att utrota de här asen och o hållet skulle vi ha vår bättre tillvaro i 😉
1387,,1,ja hemskt på de som bryr folk om sina medmänniskor och varnat om dessa i många år hemskt att de upprepar denna varning vad skithemskt vad som är hemskt är väl ändå det äckliga jävla pack som bidragit till detta alla svenskar som tycka att det varit en bra idé att dela in dessa människor på ett finger med i detta
1388,,1,Och tycker vi skickar kräket en bild på muhammed om dagen i häktet där den ena blev mer orolig än den andra
1389,,1,så inte om du är känslig två delar om man säger så
1390,55.0,0,om dessa terrorister verkligen ville åstadkomma stor förödelse så vore det väl smartare att slå till vid något evenemang ute på landsbygden eller en mindre ort där det inte finns resurser av polis och brandkår     i gårdagens attentat är jag imponerad hur snabbt och hur mycket folk man kunde skramla ihop på så kort tid
1391,4.0,0,vid akuta fall gäller
1392,47.0,0,man ska uppmärksamma medeålders män som försöker att skyla sitt utseende fö mycket  att huvan på bakhuvudet är väl normalt men att ha den hela vägen ner till ögonbrynen är något man bör vara uppmärksam på    jag vet att du är envis men så är min åsikt
1393,,1,mcdonalds och månadspengen kommer ju från Gud heliga satan enligt muslimerna
1394,,1,hur kan det bara ett snabbt resonemang det finns väl en anledning till att det bli olagligt att lämna nycklarna i bilen hur vet du att de garanterat fått tag i en till annat håll kanske inte på min aw stockholm mest besökta isf
1395,16.0,0,jag vet inte hur  aktivt  och snabbt lastbilen kraschade in i ahléns  kanske hoppade ur innan
1396,,1,enligt tyska myndigheter härstammar han från uzbekistan var det inte samma bild på han som krossade varsin bomb i st petersburgs tunnelbana därför väntar vi bara på en bild på fanskapet
1397,33.0,0,jo men det har gått ett bra tag nu  borde finnas fler rapporter om antalet döda skadade  skulle inte förvåna mig om man undanhåller det för att tona ned händelsen  av pk skäl
1398,11.0,1,hoppas att skadade och eventuella döda är miljöpartister  dem förtjänar detta
1399,,1,varför i stan är det stopp i pendel och tunnelbana det här har jag bara rökt på och det är inte större problem nu än det befarade i morse satans idioter till politiker som sett till att vi släppt in musslorna tack och lov drog jag från platsen men stackars de som dog där önskar nästan att det också vöre jag för jag har snart levt klart
1400,44.0,1,attentatsmannen är en uzbeker  majoriteten av alla uzbeker är sunnimuslimer  jag bryr mig inte om han var en islamist eller inte  han hade inget att göra i sverige  han borde ha portats redan när han först satte sin jävla fot i det här landet
1401,14.0,0,lite som att de visste och men inte ville berätta eller tog det seriöst
1402,39.0,0,jag såg inlägget efter jag postade och det var ju bra att det kom i anslutning till mitt    man ser hur en man hjälps bort i direkt anslutning till attentatet  kan inte vara gärningsmannen  inga civila med vapen syns
1403,,1,och är ni verkligen förbannade på spendrups snubben för att han lämnade nycklarna i tändningslåset tänk om han är på jobbet han ska lossa och då går alla väl ut helt vanlig ordning för att göra detta han tänker nog om han en idiot kan stjäla lastbilen å göra något sådant låt personen vara han har inte gjort något fel det är terroristen so är idioten eller så väljer ni kanske vänster och har inte uppfattat hur verkligheten ser ut än man blir fan besviken på sådana attentat och folk på fb
1404,36.0,0,nä  men den stora anledningen till att han grips är att två personer på tunnelbanan känner igen honom och följer honom hem till märsta  de ringer sedan polisen    dessutom kanske du borde läsa hur frågan löd
1405,15.0,0,tack för den infon  det är ett fint sätt att visa solidaritet på tycker jag
1406,30.0,1,det är rätt att hänga ut honom också  han sitter med ett finger i luften och framför en is flagga  räcker enligt mig för att spärra in honom på livstid
1407,,1,varför skulle det vara så otroligt finns nog många utanför migrationsverket och på vissa ställen i samhället som stödjer dem jag skulle kunna ge dem info
1409,18.0,0,jag känner ironin   det har inte heller hänt så ofta att tunga fordon kör in i vandrande folkhop
1410,,1,i detronics hus som anses vara det snabbaste krypa fram i dysan med hjälp av en krutladdning som antänds av el har orsakade brand sådana använd huvudet själv innan du snackar skit ollefjolle
1411,2.0,0,dna bubbis
1412,56.0,0,jo vi får nog avvakta lite så vi får lite mer info  inget är omöjligt men såna här gärningar är ju oftast planerade och inget man bara får ett infall att göra  möjligtvis öppnade sig av ren slump ett läge för dåren att sno lastbilen idag  han kanske har rekat och fiskat runt ett tag tidigare
1413,5.0,0,quote lapyss               nån av dessa
1414,34.0,0,det är skattebetalarna som betalar även om man begär en särskild advokat och tr är skyldiga att försöka se till att man får den advokat man önskar om inte starka skäl väger emot det
1415,35.0,0,det finns mycket riktigt en fruktansvärd bild av en ung kvinna i  delar på ett övergångsställe  jag känner inte till området tillräckligt bra för att kunna identifiera platsen  syns dessutom inga särskilda kännetecken runt om
1416,57.0,0,lastbilen kördes ganska hårt enligt filmen  då är det normalt med krutlukt från den  man kan känna det från vilken bil som helst som man pressar lite  avgasreningen ger den effekten  tänker ofta på det  just den specifika krutlukten    för att inte tala om alla räddningsfordon i området  som garanterat inte idkade eco driving på vägen dit
1417,5.0,0,så här skriver svt se
1418,70.0,0,frågan är hur man nu ska kunna förklara detta när om det nu blir känt nej det var säg  döda   skadade har dött på sjukhuset typ men det vara bara  allvarligt skadade    nej det blir en soppa att reda ut det  om man nu bestämt vet antal så finns det väl ingen som helst anledningen att dölja detta plus då att det skulle komma frågor efter om varför och hur
1419,,1,det där ser tveklöst aldrig atl vara en fokuserad och van vapenanvändare typ journalist eller personskyddsväktare som av en ren tillfällighet av fototillfället och av något skäl flashback inte ens kan gissa råkar peka vapnet uppåt men helt korrekt med fingret utefter huvudet där och inget annat vapenrunkare på flashback kan diskutera en position isoceles och weaver stance eller lågt färdigläge exakt vad man nu önskar men gör det i vad annan tråd är ni snälla
1420,30.0,0,visst  men han tog själv upp detta som ett exempel på felaktiga rykten  så det är förmodligen något som han diskuterat med polisen  inte bara något han hört i förbifarten
1422,26.0,0,klart att is kommer ta på sig dådet  det gör de med alla dåd som får uppmärksamhet i västvärlden    någon som vet vilka som är gripna
1423,46.0,0,vart i märsta han blev gripen              pendlen var inställd  han måste ha åkt bil  det finns heller ingen självklar busstrafik från stan in till märsta    det är andra gången på mindre än ett år som en terrorist grips i märsta f ö  finns det något samband
1426,18.0,0,lämpliga åtgärder  är att åtminstone ta med sig nyckeln    seriöst  detta lärde körskolan ut  minns du inte det
1427,,1,because terrorists can t undergo various kinds of training right what a char retarded thing will say but thank you for making that way of coming here to the swedish forums to inform us know we re being duped by the home suck You dick edit dina tidigare inlägg är på svenska varför används du helt lagligt på engelska pajas
1428,,1,som vanligt råkar våra attentatsmän vara poliser så känns väl liiite överdramatiserat eller tror inte personen finns något bakomliggande motiv snubben är helt enkelt störd
1429,27.0,0,du bör uppmana honom att skicka bilderna till polisen  om gm är på fri fot är det viktigt att han grips innan han kan begå fler brott
1430,,1,varför talar inte nån polis eller politiker om allting som händer försöker dom kolla upp vart ryssarna ligger och hoppas på dom snart mot mussarna nazzar eller nån som är villig
1431,12.0,0,enligt ett vittne som intervjuades av svt så hade gärningsmannen ett skjutvapen
1432,10.0,1,år senare  du har säkert rätt i dina djuplodande tonårsanalyser
1433,,1,vi måste fixa till extrem islamism på olagliga organisationer och olagligt att sprida sådant budskap till listan det behövs bara en sådan idiot som lyssnar på propagandan till att sådant här ska upprepas vi har ju världen stort ersatt nazism varför kan vi inte förbjuda islamism
1434,14.0,0,tyder på att ena bilden har skuggor som ser ut som mustach och skägg
1435,12.0,0,trygghetsskapande arbete    polisen kommer stå väl synligt där mycket folk brukar samlas
1436,51.0,0,det tycker jag nog inte  svårt att tyda ålder på de bilder som finns men tycker det inte ser ut som personen är helt vuxen  dessutom låter det ju troligt att det skulle kunna vara den där tjejen om när hon har samma färg på kläderna som den som är saknad
1437,8.0,0,bild   bild   kan mycket väl vara en kvinna
1439,,1,Det borde bli hårdare mot kackerlackorna Gå dit med gummikuls samt å peppra vett i svinen
1440,3.0,0,vilken intervju  länka
1441,2.0,0,svinets kanske
1442,24.0,1,precis   djävla  nollor  chauffören  den riktige och ägaren av lastbilen lär ju vara död  hittas snart med halsen avskuren  någonstans  torde vara en kapning
1444,,1,fan vad äckligt att se det där fingret upp i luften så ett flin bara en fotbollsspelare brukar kunna imitera hatar det där fingret och det tänker jag tala 0111 för mina muslimska vänner ser jag en av dem kör den skiten nu vet dom inte vad jag gör
1445,,1,åsiktsregistrera svenskar det är nog inte helt otroligt att en rysk terrorist sågs som en tillgång och man måste ge honom denna fristad för att utföra terrordåd liknande det ibstockholm samt i ryssland sverige ju mycket usa och cia bl a internationellt kända för att träna och stödja terrorgrupper samt mängder med länder där man anser rent kaos och kontroll är i cias intresse det kan naturligtvis även röra sig om ren inkompetens eller rutinmässig nedläggning av ärendet
1446,6.0,0,kan det inte vara  fel ålder
1447,12.0,0,nej har du     men tidigare incidenter har ju slutat med lastbilschaufförens död
1448,8.0,0,improvised explosives device   eller hemmabygge med andra ord
1450,,1,jag äcklas av dessa experter som värderar barnliv högre än vuxenliv hur kan man ens ha dessa tankegångar liv som förebild varför lägga en så extrem stor energi vid åldern vuxna människor med tankar smärta historia drömmar är meningslöst borta överallt i onödan
1451,,1,varför påstå det när jag enligt inlägget ovan helt klart är en transportfirma du skriver väldigt mycket dynga
1452,35.0,0,fast hur ska det skötas tycker du   att förhindra dessa attacker är svårt  behövs en lastbil sen är det klart   är desto svårare att hålla sig undan radarna om bomber och annat skit ska användas
1453,,1,utgående från att dagens terrordåd och isis terrorism så kem man ju tycka att det är ganska kontraproduktivt alt angripa ett land som har en sådan påfallande välvillig inbjudan till invandring av kreti och pleti som detta sverige som tillåter terrorister som varit hemma krigat och mördat i syrien och irak inte få återvända och återkomma till de liv de levde innan här ändå väljer man att slå till här också
1454,15.0,0,nej  för då kan man inte göra samma sak eller värre om och om igen
1455,,1,ja eller om väst satt blanka fan i att bomba sönder hela världen
1456,,1,väntade själv på bekanta igår från stockholm hwlt fruktansvärt jag var bara tvungen att citera dig för att säga att inte vi bara bombat dem utan bomb och allierade vi har endast sålt vapen men det är sällan vapen som dödar utan människor sverige har aldrig varit den direkta orsaken till misär där nere snarare har vi hjälp dem för enormt mycket och tsgit hit deras skit och krigshets Och nån jävla invandring får det fan böra bli och politiker samt säkerhetspersonal vet om vilka personer som vistar sig i landet men endå vet de inget det skulle bli utvisningar vart det de nej dags att försöka rensa ut skiten nu varför det rinner över
1457,29.0,0,personen som ligger där bör kunnas identifieras av föräldrar    så förhoppningsvis är det inte ebba utan en människa som i alla fall fått leva lite längre i denna värld
1458,16.0,0,kommer vi få reda på namnet på den gripna mannen ingen här som känner igen han
1460,,1,ensam galning vart kan han fått sin inspiration ifrån ingen av dessa åtta gudar är ensamma dumma eller
1461,,1,om det är någon kanske är småkorkad här så är det du tror du helt seriöst att det finns mycket du kan säga till denna människan just nu för att få honom att må sämre det finns ingen som alltid följer säkerhetsrutinerna i sitt arbete till helt och pricka och om du tror det så innebär det att du aldrig heller jobbat tänk någon på en byggplats som tar av sig sin skyddshjälm för att torka svett och så faller ett spik just under det intervallet där han har hjälmen av så kommer någon pajas som du in och säger men idiot varför visar du inte hjälmen jag har en polare som skulle på afterwork men som blev försenad och dök upp i stan med verktygsbältet fortfarande pa sig och gick rakt förbi vakten med kniv hammare och skruvmejslar såna saker händer och bevisligen så kan det leda till eftersom dylika situationer uppstår men om någon har fått en i huvudet och bestämt sig att döda folk helt slumpmässigt så utgör det knappast något som kan förhindras
1462,25.0,0,varför skall trump säga något överhuvudtaget nu han har ju rätt i allt han sa om sverigemen fick bara kritik av vår regering samt media
1463,34.0,0,hemmagjord bomb sa man från början i en väska  nu är det portfölj med en anordning som inte hör hemma i en lastbilshytt  alltså en självmordsbombare som vill göra så stor förödelse som möjligt
1464,13.0,0,jag vet inte om du har rätt men din analys är mycket intressant
1466,37.0,0,varför  är det några slags vip passagerare som genast måste ta sig ur landet    att man fryser kollektivtrafik är jättebra  och det sista man skulle vilja öppna är väl ändå kollektivtrafik som ansluter till flygplatser m m
1467,57.0,0,ja  tack och lov  dock hade inte bilderna på honom blivit publicerade då så ingen hade någon aning om hur han såg ur eller om han var på fri fot  att någon är skadad behöver inte heller betyda att man är gm  man kanske själv blev skadad i attacken  men tur att folk lade märke till honom
1468,,1,nej det är en cementvall som fastna framför lastbilen vilket gör något i motorn som läcker ut på gatan antingen bromsvätska eller bensin blood hittar på något på övergångsstället där en snubbe gått i bitar och en bit intill där en hund blev till 🙄
1469,19.0,0,för din information  det är en ganska stor operation att ställa alla tåg på en stor central som stockholm
1470,40.0,0,skall föraren använda lyften så brukar många låta motorn gå  särskilt om du inte vill fastna en fredagseftermiddag med urdraget batteri  inte ett dugg konstigt men däremot troligen inte en planerad attack om det var tätt emellan utan ett infall
1471,,1,bara för din krönika har jag svårt att ta dig på detta jag är personligen inget stort fan av media men jag håller svårt för tro att man säger att ingen gripit förövaren om man i själva verket inte har det doesn t make any sense precis Fast ditt tankesätt är ju inte direkt logiskt heller att man spärrar av till innerstan efter ev gärningsman om han ligger lik avliden i hytten
1472,,1,jag säger så här fortsätter svenska staten detta gullande med is folk som kommit tillbaka så kommer jag se till så det händer något det lovar jag nu är det fan dags innan ni ger dem ett helvete för dessa svinen sitter ute i förorterna och firar 😃
1473,27.0,0,sjuk combobreaker om det nu skulle va så  psyksjuka har ju kört bil mot folkmassor i sverige förut och en annan knivmördade anna lindh  inte helt omöjligt
1474,,1,nej dem finns i vanlig auto låda så vilket lag jag helst klarar att åka iväg med en sån
1475,21.0,0,om jag hade varit i stockholm och sett snubben hade jag ju ringt   lär ju vara kö till     avgå dan eliasson
1476,41.0,0,ja  tre har bekräftats döda på plats längs lastbilens färdväg  och en fjärde dog på sjukhus    min kommentar gällde naturligtvis vad som syntes på bilden  då jag sett fler foton från samma korsning  även innan de två liken täcktes med filtar
1477,22.0,0,klockan var innan   det är fler folk ute efter  antar jag    folk jobbar och yngre har väl inte slutat skolan riktigt heller
1478,34.0,0,nej  påståendena om skottlossning kom i media  och dementerades ganska snabbt av polisen  ygeman förklarade i lördagsintervjun att påståendena helt saknar grund    tycker att en vidare diskussion av skottlossningsteorin hör hemma i k at
1479,,1,han ska inte ges bort till något annat land det är nu har politiker o de som styr landet får visa vad de är gjorda ska nu ska sverige visa oss att de inte är någon jävla lekstuga här bara för ett landet tar emot mer flyktingar verkar svagt vore inte dumt att införa dödsstraff just i Malmö nu bara för att visa ett exempel hans kompis utvisas hans familj kan få ta vård då kanske upprepande försök till terrorbrott inte är speciellt attraktivt då deras familjer kommer bli påverkade
1481,25.0,0,inte för att det spelar någon roll för mig  men ändå intressant med tanke på att polisen under pressträff förnekade att försvarsmakten skulle ha använts
1482,10.0,0,skotten som hördes  kan det ha varit krutet i sprinklersystemet
1483,22.0,0,det är korrekt     när skjutvapen har använts tidigare mot samma skyddsperson med misslyckat resultat så är övervåld nästa steg i en eskalation
1485,4.0,0,vad stod i tweeten
1486,26.0,0,lastbilen kom i en helt galen hastighet  se klippet här nedan t ex    kan väl i det närmaste likställas med att bli påkörd av ett tåg
1487,27.0,0,vid   stod i alla fall en krockad bil på wallingatan  fanns bild på den nånstans  från nån av nyhetsbyråerna  men den kanske hade flyttats dit av polisen
1488,,1,hahahahaha ja du skämtar
1489,,1,vi är ett jävligt litet land alla som misstänks sympatisera med högerextrem org bör punktmarkeras det blir dags för staten att städa upp allt nu vi har låtit det gå jävligt långt ute i förorterna
1490,13.0,0,tror knappast på ngn grupp  ensam galning är det första man tänker på
1491,24.0,0,tror snarare terroristen siktade in sig på alla utan slöja hijab  tror inte en död kristen ryss är annorlunda än en död kristen svensk
1492,21.0,0,eventuellt den misstänkta gripna i märsta    s lem m ham d b n m ham d mahm ud   språk  arabiska   asylsökande
1493,,1,kan sjukvården få titta i den överkörda och tillplattade hunden och tror du hoppas det
1495,74.0,1,alla personer i  allmänheten  är inte hysteriska fjollor som drabbas av sinnesfrörvängande panik så fort en kris inträffar  finns många människor som automatiskt håller huvudet kallt och registrerar vad som händer omkring dem även vid kaotiska tillfällen  förstår att du personligen är en som börjar hallucinera och böla och springa åt olika håll om något oväntat inträffar i din närhet  men jag kan lugnt försäkra dig om att alla människor inte är som dig
1496,60.0,0,sverige är en rekryteringsplats för attentatsmän  genom att ge dom svenskt medborgarskap och högmodigt förklara att de inte lämnar ut svenska medborgare så kan riksdag och regering ha en lönsam affär i den internationella terroristbranchen    det är nog inte populärt hos någon av de länder som utsätts för terrorattentat inklusive ryssland  det kan ju vara därför riksdagshuset och rosenbad prioriterades
1497,20.0,0,det finns en bild på liveleak på en död ung tjej i just lila byxor  mörkblå jacka och blå ryggsäck
1498,,1,varför säga det när det enligt länken senare helt klart är en transportfirma du skriver väldigt mycket dynga
1501,,1,sog väl knappast nationella insatsstyrkan om något dock ser folk jävligt slarvigt klädda ut
1502,23.0,1,har du kört viskleken någon gång     en luftballong på himlen  blir till  greger kokar korv i örat  när sista personen ska säga det
1503,29.0,0,nu innebär ju inte katastrofläge att det råder en katastrof på själva sjukhuset    definition  beredskapsläge som innebär att en särskild sjukvårdsledning vidtar åtgärder för förstärkning av alla viktiga funktioner
1505,,1,Samtidigt skulle jag ha sympati för dessa när ganska stor majoritet är kriminella äckel som idoliserar en kultur som tvingande dem se på när deras döttrar och fruar blev våldtagna och sedan skärde halsen av männen när de våldtagna såg nej aldrig upp för människor som slår ett sådant svin som men de vanliga stackarna som du snackar om tillhör ofta skaran som helst döda folk och flera hundra dog när danmark publicerade bilden på deras hjälte
1506,18.0,0,har en halvdålig bild på en av dom gripna från liven ej blurrad  hur lägger man upp bilder
1507,26.0,0,det måste vara fler  den siffran har ju funnits sen vi fick reda på attacken  på radion sa de vid något tillfälle att  st var döda
1508,,1,det vore fan ett mirakel att inte fler är döda kan lova att muslim svinen verkligen är nöjda med detta dådet förutom uppmärksamheten och det kommer säkert flera nya attentat i europa om snar framtid
1509,42.0,0,ja  fast det är ju det som är det viktiga  att inte vika ner sig för extremism och terrorism  vi är väl större än så    jag hoppas att det kommer mer fakta ikring det hela snart  fortfarande så många rykten och felaktigheter
1510,77.0,0,tycker också det ser ut som att det skulle kunna vara två olika personer  den ena ser lite mer grov ut så att säga  men det är väldigt svårt att avgöra  kläderna verkar ju vara närmast identiska     ser dock ut som den ena personen har på sig cargo byxor med fickor på sidorna i knänivå  och den andra verkar ha vanliga typ mörkblåa jeans på sig  ser heller inga adiddas stripes på skon på den ena bilden
1511,85.0,0,utgår egentligen från uppgifterna på expressen som säger att mgm använde sig av en vit skåpbil för att ta sig ut till parkering i steningebadet  stämmer dessa uppgifter så är jag väldigt säker på att han hyrde bilen från circle k   bild på vit hyrbil   steninge allé är ändå ett fint bostadsområde  men han var smart som tog den vägen eftersom det knappast är folk som går där sent om kvällen då det är kallt och mörkt  möjligtvis människor som motionerar som bor i närområdet
1512,29.0,0,sätter på bomben  eller kollar om det är nåt i den dom kan utlösa   menar jag eller är det bara i filmer som man kan utlösa bomb med mobilen
1513,10.0,0,här kan du se var lastbilen kapades  körde och kraschade
1514,,1,om det är gm oj va svårt att plocka snubben fan gör säpo när man ska ha sådanna bilder och propagera för terror med att åka in han låter helt fantastisk med de men nu ringer inga varningsklockor
1515,,1,Men nice for in eftersom senaste kvällen det blev något kontroversiellt live så hade ingen videon eller vet och man vet aldrig när någon faktiskt tar tag i skiten brukar förmoda att andra gör det oh well det finns iaf där
1516,,1,är mer seriös har du inte sett bilden på den gripne om man luktar skit ser ut som skit smakar som skit eller varför är det skit vad mer är bilden behöver du för att dra slutsatsen var inte fråga
1518,,1,det andra ser tveklöst ut att vara en fokuserad och van vapenanvändare någon graf tex personskyddsväktare som av en ren tillfällighet på fototillfället och av något skäl flashback inte alltid kan gissa råkar peka vapnet uppåt dessutom helt korrekt med fingret utefter manteln stomme och inget annat vapenrunkare sådan flashback kan diskutera sul position isoceles och weaver stance eller lågt färdigläge eller vilket man nu tänker men gör det i ingen annan tråd är ni snälla
1519,64.0,1,skitsnack  med tanke pa alla de attacker som utforts pa liknande sett det senaste aret ar det bortom allt rimligt tvivel att den har attacken var uppsatlig  ta ocksa med i berakningen alla de vittnesmal som vittnar om att lastbilen zic zacade for att meja ned sa manga som mojligt  jag trodde att det var uppenbart att det har ror sig om ett terrordad
1520,,1,sanslöst medan hela hedenmo sitter och pratar om chockerande händelser i skogen det finns ingenting chockerande med det här allt hade bara varit en tidsfråga släpper man in en massa giftormar i sitt sovrum så är det inte konstigt om man blir biten
1521,,1,va fan dillar du om ditt stolpskott utan hör om en källa angående att personer i förorten dör attacken
1522,,1,vill vill ha en live sändning inifrån förhörsrummet eller fatta att polisens jobb inte har som högsta prioritet att informera oskyldiga som dig om varje steg dom tar deras jobb är att samla sammanställa bevis förhöra alla på plats gm kommer ta månader innan han blir fri och då får man ta farväl av fupen som fortfarande är offentligt material där har fan bara gått timmar japp svenska staten är typ jävla koko man bli orolig när man läser såna här inlägg att vara skeptisk till allt är sunt innan du lider av någon sjukdom
1523,,1,de stängde systemet i min port kl på grund att terror så idiotiskt
1524,,1,En blir som i berlin ber om detta är vad svenskar är värda i ett multikulturellt samhälle
1525,53.0,0,som redan sagts om denna tråden  väldigt rörig och snabb  svårt att följa med    tänkte bara lite på om målet med attacken var att köra drottninggatan ner och sen avsluta på sergels torg  om det nu stämmer att man hittat en ied i hytten   samma sak på nyhetssidor  så mycket att gå igenom
1526,12.0,0,riktigt allvarligt    knugen avbryter resa i brasilien och tar sig till sverige
1529,9.0,0,facebook och twitter fungerade utan problem att sprida rykten
1530,,1,Allt vad kassa svt är rent otroligt Bästa nyhetskälla är bäst just nu
1531,6.0,0,verkar inte vara en trevlig syn
1532,20.0,1,jag visste att gärningsmannen var från märsta  skev det på min twitter långt före media  märsta har producerat terrorister tidigare
1533,100.0,0,om du tittar nogare på bilderna från affären så ser du att lastbilen släpar på just ett sådant betongstopp  det sitter fast i fronten på lastbilen  och lämnar rejäla märken i backen efter sig när lastbilen kör förbi    syns även på stillbilder att det fattas ett betonglejon på ett ställe  där står det bara ett lejon  och där det andra borde stått är det istället rejäla märken i marken  samt ett långt spår som börjar därefter              det är för att efterlysningen dragits tillbaka  antingen har hon blivit hittad  eller så var det  åringen som dog  och anhöriga har blivit underrättade
1534,4.0,0,finns det någon utpekad
1535,46.0,1,vi måste lägga till extrem islamism på olagliga organisationer och olagligt att sprida sådant budskap till listan    det behövs bara en galen idiot som lyssnar på propagandan för att sådant här ska upprepas  vi har ju i stort förbjudit nazism  varför kan vi inte förbjuda islamism
1536,13.0,0,police confirms shooting at hötorget   åhlens      expressen   polisen dementerar skottlossning på fridhemsplan   svt
1537,,1,50 gånger har det visats bilder på bägge ser alla som mörka araber fast lite bleka afrikaner men arab skulle jsg satsa på hoppas terroristfanskapen fattar hur kontraproduktivt det är att ge sig på ett land man är humanitär och som böjer sig baklänges för att tillfredsställa nyadeln
1538,,1,med all respekt det finns betydligt fler kristna i muslimska länder så hela snacket rörande att isis dödar fler muslimer är urdumt det hållet inte för en närmare granskning hade isis varit muslimdödare så hade dom även sökt tillstånd och dödat kristna här vilket de också gör Att Israel hellre mördar vita och man lustmördar kvinnor och barn så har man nog inga särskilt varma känsloband till sin egen familj heller
1539,6.0,0,bekräftade döda  men rör sig om
1540,5.0,0,mm min känsla är det
1541,19.0,0,vid korsningen till drottninggatan ryker det tydligen nu  det är rökmoln som bildas  oklart vad det är i nuläget
1542,106.0,0,en gågata som sagt  det finns gott om hinder  betongsuggor i form av lejon  bänkar  statyer och annat men lastbilen har plöjt de hinder som kommit i vägen    det finns fall runt om i världen där man haft fasta hinder som inte ens brandbilar kan knuffa åt sidan och det har lett till problem vid olyckor och katastrofer som är allvarligare än risken att någon galning kör in med en lastbil på en gågata  det senare är  trots alla helsidesrubriker inte fullt så vanligt    det går aldrig att gardera sig och drottninggatan kan ju behöva nyttjas för trafik i nödfall varför man inte kan barrikadera den
1543,12.0,0,nej det är högvakten som extenderade sin patrullering in i gamla stan
1544,,1,media går ut och säger att man inte ska sprida obekräftade nyheter men media gör allt ändå vad är det för nötter som hellre ger bilder till svts tafatta personal än till varandra Vilka skickade inte sina bästa journalister till drottninggatan precis
1545,,1,idiot de har ju gripit flera personer idag
1546,,1,möjligtvis men de e väl skrämmande att han lyckas ta sig väl långt i vissa fall och att han med iq kör in i en bensinmack när rikslarmet är över wtf samtidigt som vi hade brutalt tur att knegaren på macken kände igen signalamentet tyvärr hdae vi aldrig hittat honom
1547,34.0,1,stasi svt intervjuar terrorforskaren som påpekar att högerextremister är väldigt farliga      samt åsa romson som frågar sig  hur detta kunde hände   sverige i ett jävla nötskal  ska alice bah kunke styra upp detta nu
1548,19.0,0,hur menar du att leveranser till butiker och restauranger ska kunna genomföras om gator ska vara avspärrade för biltrafik
1549,25.0,0,jag funderar över hur planerat detta egentligen är  kapningen av lastbilen känns mer spontan än planerad  lite som att man  passat på när tillfället givits
1550,30.0,0,det är ett lagbrott att lämna nycklar tillgängliga i bilar lastbilar bussar  det finns anledningar till det  att någon obehörig ska köra bilen är anledningen till att den lagen finns
1551,20.0,0,ja  det finns uppgifter om två skadade barn  ett som är svårt skadat och ett som ska vara lättare skadat
1552,14.0,0,inte orimligt att lastbilen kommer en gång per vecka och fyller på dryck eller
1553,,1,Här är också något jag funderat på lastbilen skulle lossa och nycklarna sitter i tändningslåset hur kan vara stå så korkad att man sätter nycklarna i låset skulle bara lossa några backar öl en person springer in i förarhytten och snor bilen rakt i väg
1554,10.0,0,har det kommit ut namn på något av dom  offren
1555,17.0,0,drottninggatan  det vill säga centralt i stockholm talar väl också för terror  just där av alla gator
1556,19.0,0,de är tänkta att hindra onödig trafik  inte att en terroristet ska trycka gasen i botten med en lastbil
